,0,1,2,3
1330,1952_32.mat,-90.0,30.0,183
1331,1953_21.mat,90.0,60.0,528
1332,1953_31.mat,-80.0,40.0,203
1333,1955_23.mat,-160.0,20.0,49
1334,1958_22.mat,-80.0,-50.0,194
1335,195_13.mat,10.0,50.0,375
1336,195_15.mat,-70.0,40.0,222
1337,195_3.mat,-120.0,50.0,128
1338,195_39.mat,-120.0,60.0,129
1339,195_5.mat,-70.0,20.0,220
1340,1960_20.mat,-80.0,20.0,201
1341,1960_28.mat,40.0,20.0,429
1342,1960_35.mat,170.0,60.0,680
1343,1960_40.mat,100.0,-70.0,534
1344,1961_37.mat,-100.0,0.0,161
1345,1968_24.mat,140.0,-40.0,613
1346,196_14.mat,-120.0,-30.0,120
1347,196_2.mat,150.0,-60.0,630
1348,196_28.mat,-0.0,60.0,357
1349,196_4.mat,-90.0,60.0,186
1350,196_7.mat,-40.0,60.0,281
1351,1971_27.mat,-120.0,-70.0,116
1352,1972_29.mat,-120.0,60.0,129
1353,1972_34.mat,150.0,0.0,636
1354,1974_21.mat,160.0,-70.0,648
1355,1975_25.mat,-50.0,-10.0,255
1356,1976_26.mat,50.0,-80.0,438
1357,1976_38.mat,120.0,60.0,585
1358,1978_23.mat,150.0,-30.0,633
1359,1980_20.mat,70.0,-20.0,482
1360,1980_22.mat,-70.0,40.0,222
1361,1980_30.mat,40.0,-10.0,426
1362,1980_33.mat,-130.0,70.0,111
1363,1980_36.mat,-140.0,-20.0,83
1364,1984_31.mat,80.0,-70.0,496
1365,1984_32.mat,-160.0,-70.0,40
1366,1988_28.mat,100.0,-40.0,537
1367,1989_39.mat,-140.0,-40.0,81
1368,198_11.mat,-60.0,50.0,242
1369,198_18.mat,-90.0,30.0,183
1370,198_2.mat,80.0,-20.0,501
1371,198_22.mat,-80.0,-30.0,196
1372,198_3.mat,10.0,80.0,378
1373,198_33.mat,70.0,-30.0,481
1374,198_6.mat,-160.0,40.0,51
1375,198_9.mat,60.0,-40.0,461
1376,1992_24.mat,160.0,10.0,656
1377,1995_21.mat,90.0,60.0,528
1378,1995_35.mat,100.0,60.0,547
1379,1998_27.mat,100.0,-10.0,540
1380,1998_37.mat,-80.0,-20.0,197
1381,19_1.mat,-80.0,70.0,206
1382,19_19.mat,120.0,10.0,580
1383,1_1.mat,-170.0,-20.0,26
1384,2000_20.mat,-40.0,-30.0,272
1385,2000_25.mat,80.0,20.0,505
1386,2000_40.mat,80.0,0.0,503
1387,2001_23.mat,-90.0,10.0,181
1388,2001_29.mat,30.0,40.0,412
1389,2002_22.mat,0.0,70.0,358
1390,2002_26.mat,120.0,-80.0,571
1391,2006_34.mat,150.0,40.0,640
1392,200_10.mat,-100.0,-40.0,157
1393,200_2.mat,140.0,-60.0,611
1394,200_20.mat,50.0,-40.0,442
1395,200_25.mat,-100.0,-50.0,156
1396,200_4.mat,-40.0,60.0,281
1397,200_40.mat,-70.0,0.0,218
1398,200_5.mat,30.0,-50.0,403
1399,200_8.mat,-30.0,-30.0,291
1400,2010_30.mat,100.0,20.0,543
1401,2013_33.mat,-100.0,40.0,165
1402,2014_38.mat,70.0,-10.0,483
1403,2015_31.mat,-90.0,-50.0,175
1404,2016_21.mat,-170.0,40.0,32
1405,2016_24.mat,140.0,30.0,620
1406,2016_28.mat,-90.0,10.0,181
1407,2016_32.mat,160.0,-50.0,650
1408,2016_36.mat,50.0,-30.0,443
1409,201_3.mat,-160.0,60.0,53
1410,2024_22.mat,-70.0,-10.0,217
1411,2024_23.mat,80.0,-10.0,502
1412,2025_25.mat,70.0,-30.0,481
1413,2025_27.mat,-150.0,60.0,72
1414,2028_26.mat,130.0,70.0,605
1415,2028_39.mat,-120.0,-40.0,119
1416,2030_29.mat,80.0,50.0,508
1417,2030_35.mat,-170.0,20.0,30
1418,2035_37.mat,120.0,70.0,586
1419,2037_21.mat,120.0,-50.0,574
1420,203_29.mat,-70.0,10.0,219
1421,203_7.mat,30.0,-30.0,405
1422,2040_24.mat,40.0,-20.0,425
1423,2040_30.mat,80.0,30.0,506
1424,2040_34.mat,0.0,-70.0,344
1425,2040_40.mat,-90.0,-20.0,178
1426,2044_28.mat,-70.0,20.0,220
1427,2046_22.mat,50.0,-40.0,442
1428,2046_31.mat,80.0,20.0,505
1429,2046_33.mat,-70.0,-60.0,212
1430,2047_23.mat,60.0,40.0,469
1431,2048_32.mat,-180.0,60.0,15
1432,204_12.mat,-130.0,-20.0,102
1433,204_17.mat,100.0,-40.0,537
1434,204_3.mat,-150.0,60.0,72
1435,204_34.mat,-170.0,-10.0,27
1436,204_4.mat,30.0,0.0,408
1437,204_6.mat,-130.0,40.0,108
1438,2050_25.mat,80.0,-30.0,500
1439,2052_27.mat,-110.0,10.0,143
1440,2052_36.mat,170.0,40.0,678
1441,2052_38.mat,-130.0,-80.0,96
1442,2054_26.mat,-120.0,70.0,130
1443,2058_21.mat,100.0,-80.0,533
1444,2059_29.mat,100.0,10.0,542
1445,205_5.mat,30.0,-30.0,405
1446,2064_24.mat,-10.0,-30.0,329
1447,2065_35.mat,10.0,60.0,376
1448,2067_39.mat,80.0,-30.0,500
1449,2068_22.mat,60.0,0.0,465
1450,2070_23.mat,-120.0,-10.0,122
1451,2070_30.mat,-60.0,-60.0,231
1452,2072_28.mat,120.0,-30.0,576
1453,2072_37.mat,80.0,20.0,505
1454,2074_34.mat,130.0,-50.0,593
1455,2075_25.mat,-30.0,-60.0,288
1456,2077_31.mat,90.0,-40.0,518
1457,2079_21.mat,130.0,70.0,605
1458,2079_27.mat,-120.0,-30.0,120
1459,2079_33.mat,-140.0,70.0,92
1460,207_23.mat,-130.0,-20.0,102
1461,207_3.mat,110.0,80.0,568
1462,207_9.mat,30.0,40.0,412
1463,2080_26.mat,90.0,80.0,530
1464,2080_32.mat,-100.0,-40.0,157
1465,2080_40.mat,-80.0,-20.0,197
1466,2088_24.mat,-60.0,-50.0,232
1467,2088_29.mat,-120.0,50.0,128
1468,2088_36.mat,130.0,60.0,604
1469,208_13.mat,-90.0,-0.0,180
1470,208_16.mat,-90.0,-70.0,173
1471,208_26.mat,160.0,-70.0,648
1472,208_4.mat,-140.0,60.0,91
1473,208_8.mat,-60.0,30.0,240
1474,2090_22.mat,70.0,-70.0,477
1475,2090_38.mat,50.0,-50.0,441
1476,2093_23.mat,-90.0,10.0,181
1477,209_11.mat,70.0,-50.0,479
1478,209_19.mat,-130.0,-60.0,98
1479,20_1.mat,80.0,20.0,505
1480,20_10.mat,150.0,10.0,637
1481,20_2.mat,-140.0,0.0,85
1482,20_20.mat,130.0,-60.0,592
1483,20_4.mat,150.0,-50.0,631
1484,20_5.mat,-40.0,-20.0,273
1485,2100_21.mat,100.0,-30.0,538
1486,2100_25.mat,-10.0,-80.0,324
1487,2100_28.mat,-100.0,40.0,165
1488,2100_30.mat,50.0,-60.0,440
1489,2100_35.mat,130.0,-60.0,592
1490,2106_26.mat,-170.0,80.0,36
1491,2106_27.mat,90.0,-50.0,517
1492,2106_39.mat,80.0,80.0,511
1493,2108_31.mat,-20.0,-20.0,311
1494,2108_34.mat,170.0,50.0,679
1495,2109_37.mat,-100.0,40.0,165
1496,210_10.mat,-90.0,-20.0,178
1497,210_14.mat,-90.0,-50.0,175
1498,210_15.mat,-100.0,-70.0,154
1499,210_21.mat,130.0,60.0,604
1500,210_3.mat,90.0,-30.0,519
1501,210_30.mat,50.0,-30.0,443
1502,210_35.mat,30.0,-80.0,400
1503,210_5.mat,80.0,40.0,507
1504,210_6.mat,130.0,60.0,604
1505,210_7.mat,-80.0,-50.0,194
1506,2112_22.mat,100.0,-10.0,540
1507,2112_24.mat,-120.0,-30.0,120
1508,2112_32.mat,-140.0,10.0,86
1509,2112_33.mat,-30.0,70.0,301
1510,2116_23.mat,0.0,20.0,353
1511,2117_29.mat,-50.0,40.0,260
1512,2120_40.mat,50.0,30.0,449
1513,2124_36.mat,170.0,40.0,678
1514,2125_25.mat,-60.0,-60.0,231
1515,2128_28.mat,-100.0,-30.0,158
1516,2128_38.mat,60.0,50.0,470
1517,212_4.mat,150.0,50.0,641
1518,2130_30.mat,40.0,-80.0,419
1519,2132_26.mat,90.0,20.0,524
1520,2133_27.mat,-150.0,10.0,67
1521,2134_22.mat,-50.0,-60.0,250
1522,2135_35.mat,-170.0,40.0,32
1523,2136_24.mat,160.0,30.0,658
1524,2139_23.mat,150.0,-30.0,633
1525,2139_31.mat,70.0,40.0,488
1526,213_3.mat,-60.0,80.0,245
1527,2142_34.mat,130.0,50.0,603
1528,2144_32.mat,170.0,0.0,674
1529,2145_33.mat,-10.0,10.0,333
1530,2145_39.mat,-110.0,-90.0,133
1531,2146_29.mat,90.0,-10.0,521
1532,2146_37.mat,80.0,50.0,508
1533,2150_25.mat,-60.0,-80.0,229
1534,2156_22.mat,60.0,-70.0,458
1535,2156_28.mat,70.0,-40.0,480
1536,2158_26.mat,130.0,-30.0,595
1537,215_5.mat,120.0,50.0,584
1538,2160_24.mat,100.0,-50.0,536
1539,2160_27.mat,90.0,-10.0,521
1540,2160_30.mat,130.0,-80.0,590
1541,2160_36.mat,-50.0,-80.0,248
1542,2160_40.mat,-60.0,60.0,243
1543,2162_23.mat,-140.0,0.0,85
1544,2166_38.mat,130.0,40.0,602
1545,216_12.mat,-150.0,20.0,68
1546,216_18.mat,-110.0,30.0,145
1547,216_24.mat,170.0,-70.0,667
1548,216_27.mat,100.0,-20.0,539
1549,216_3.mat,140.0,40.0,621
1550,216_36.mat,-160.0,0.0,47
1551,216_4.mat,50.0,-50.0,441
1552,216_6.mat,50.0,-0.0,446
1553,216_8.mat,-70.0,30.0,221
1554,216_9.mat,-70.0,60.0,224
1555,2170_31.mat,-70.0,0.0,218
1556,2170_35.mat,30.0,-20.0,406
1557,2175_25.mat,20.0,-30.0,386
1558,2175_29.mat,-70.0,-20.0,216
1559,2176_32.mat,-110.0,80.0,150
1560,2176_34.mat,170.0,80.0,682
1561,2178_22.mat,90.0,-40.0,518
1562,2178_33.mat,-130.0,20.0,106
1563,217_31.mat,-60.0,-40.0,233
1564,217_7.mat,-10.0,70.0,339
1565,2183_37.mat,90.0,10.0,523
1566,2184_24.mat,-180.0,-30.0,6
1567,2184_26.mat,100.0,70.0,548
1568,2184_28.mat,100.0,70.0,548
1569,2184_39.mat,-80.0,-30.0,196
1570,2185_23.mat,-70.0,-30.0,215
1571,2187_27.mat,100.0,0.0,541
1572,2190_30.mat,80.0,-30.0,500
1573,2196_36.mat,-160.0,30.0,50
1574,219_3.mat,70.0,-70.0,477
1575,21_1.mat,100.0,-0.0,541
1576,21_21.mat,120.0,40.0,583
1577,21_3.mat,-130.0,-80.0,96
1578,21_7.mat,-150.0,-50.0,61
1579,2200_22.mat,80.0,10.0,504
1580,2200_25.mat,90.0,-40.0,518
1581,2200_40.mat,120.0,-70.0,572
1582,2201_31.mat,70.0,-50.0,479
1583,2204_29.mat,-100.0,0.0,161
1584,2204_38.mat,-50.0,-20.0,254
1585,2205_35.mat,10.0,20.0,372
1586,2208_23.mat,-90.0,10.0,181
1587,2208_24.mat,80.0,-50.0,498
1588,2208_32.mat,-160.0,50.0,52
1589,220_10.mat,-120.0,-60.0,117
1590,220_11.mat,10.0,-10.0,369
1591,220_20.mat,-40.0,20.0,277
1592,220_22.mat,100.0,-50.0,536
1593,220_4.mat,-160.0,-70.0,40
1594,220_5.mat,-60.0,-50.0,232
1595,2210_26.mat,-120.0,40.0,127
1596,2210_34.mat,150.0,50.0,641
1597,2211_33.mat,70.0,-60.0,478
1598,2212_28.mat,-60.0,-40.0,233
1599,2214_27.mat,160.0,-50.0,650
1600,221_13.mat,-120.0,30.0,126
1601,221_17.mat,-100.0,10.0,162
1602,2220_30.mat,60.0,-20.0,463
1603,2220_37.mat,70.0,-70.0,477
1604,2223_39.mat,-100.0,-50.0,156
1605,2225_25.mat,-100.0,60.0,167
1606,222_3.mat,150.0,-0.0,636
1607,222_37.mat,-100.0,-50.0,156
1608,222_6.mat,20.0,-50.0,384
1609,2231_23.mat,-160.0,10.0,48
1610,2232_24.mat,-90.0,0.0,180
1611,2232_31.mat,-50.0,70.0,263
1612,2232_36.mat,170.0,50.0,679
1613,2233_29.mat,-40.0,40.0,279
1614,2236_26.mat,100.0,-10.0,540
1615,2240_28.mat,70.0,-60.0,478
1616,2240_32.mat,-80.0,60.0,205
1617,2240_35.mat,0.0,10.0,352
1618,2240_40.mat,-80.0,-20.0,197
1619,2241_27.mat,100.0,-10.0,540
1620,2242_38.mat,20.0,-70.0,382
1621,2244_33.mat,30.0,70.0,415
1622,2244_34.mat,50.0,60.0,452
1623,224_14.mat,-110.0,-50.0,137
1624,224_16.mat,170.0,-80.0,666
1625,224_28.mat,100.0,-40.0,537
1626,224_32.mat,-140.0,-40.0,81
1627,224_4.mat,160.0,20.0,657
1628,224_7.mat,120.0,40.0,583
1629,224_8.mat,-110.0,-30.0,139
1630,2250_25.mat,40.0,-70.0,420
1631,2250_30.mat,-70.0,-30.0,215
1632,2254_23.mat,-60.0,30.0,240
1633,2256_24.mat,-50.0,-10.0,255
1634,2257_37.mat,-110.0,-50.0,137
1635,225_15.mat,10.0,30.0,373
1636,225_25.mat,70.0,40.0,488
1637,225_3.mat,-130.0,-40.0,100
1638,225_5.mat,-90.0,30.0,183
1639,225_9.mat,-60.0,-0.0,237
1640,2262_26.mat,100.0,-60.0,535
1641,2262_29.mat,-60.0,30.0,240
1642,2262_39.mat,90.0,-50.0,517
1643,2263_31.mat,70.0,-50.0,479
1644,2268_27.mat,-80.0,-40.0,195
1645,2268_28.mat,-80.0,50.0,204
1646,2268_36.mat,70.0,-60.0,478
1647,2272_32.mat,-170.0,-50.0,23
1648,2275_25.mat,30.0,-80.0,400
1649,2275_35.mat,50.0,-70.0,439
1650,2277_23.mat,-180.0,-30.0,6
1651,2277_33.mat,-60.0,30.0,240
1652,2278_34.mat,90.0,-30.0,519
1653,2280_24.mat,-20.0,-30.0,310
1654,2280_30.mat,80.0,10.0,504
1655,2280_38.mat,-40.0,-70.0,268
1656,2280_40.mat,130.0,-70.0,591
1657,2288_26.mat,130.0,30.0,601
1658,228_12.mat,-130.0,-10.0,103
1659,228_19.mat,140.0,-10.0,616
1660,228_3.mat,120.0,80.0,587
1661,228_38.mat,-60.0,80.0,245
1662,228_4.mat,60.0,-90.0,456
1663,228_6.mat,20.0,20.0,391
1664,2291_29.mat,-80.0,10.0,200
1665,2294_31.mat,-80.0,50.0,204
1666,2294_37.mat,0.0,90.0,360
1667,2295_27.mat,-90.0,-0.0,180
1668,2296_28.mat,-80.0,-30.0,196
1669,22_1.mat,-20.0,70.0,320
1670,22_11.mat,160.0,80.0,663
1671,22_2.mat,90.0,60.0,528
1672,22_22.mat,70.0,-30.0,481
1673,2300_23.mat,-150.0,-60.0,60
1674,2300_25.mat,-100.0,70.0,168
1675,2301_39.mat,-60.0,-50.0,232
1676,2304_24.mat,-140.0,40.0,89
1677,2304_32.mat,-100.0,50.0,166
1678,2304_36.mat,170.0,30.0,677
1679,230_10.mat,-120.0,-40.0,119
1680,230_23.mat,130.0,-20.0,596
1681,230_5.mat,-80.0,-50.0,194
1682,2310_30.mat,90.0,-30.0,519
1683,2310_33.mat,50.0,-60.0,440
1684,2310_35.mat,-120.0,-0.0,123
1685,2312_34.mat,-180.0,-40.0,5
1686,2314_26.mat,-120.0,-80.0,115
1687,2318_38.mat,-50.0,80.0,264
1688,231_11.mat,80.0,70.0,510
1689,231_21.mat,20.0,-70.0,382
1690,231_3.mat,170.0,0.0,674
1691,231_33.mat,80.0,50.0,508
1692,231_7.mat,90.0,10.0,523
1693,2320_29.mat,70.0,50.0,489
1694,2320_40.mat,80.0,10.0,504
1695,2322_27.mat,-120.0,30.0,126
1696,2324_28.mat,80.0,-50.0,498
1697,2325_25.mat,-60.0,40.0,241
1698,2325_31.mat,70.0,30.0,487
1699,2328_24.mat,-30.0,60.0,300
1700,232_29.mat,-60.0,60.0,243
1701,232_4.mat,0.0,60.0,357
1702,232_8.mat,-110.0,10.0,143
1703,2331_37.mat,-80.0,-50.0,194
1704,2336_32.mat,-120.0,-50.0,118
1705,2340_26.mat,120.0,-30.0,576
1706,2340_30.mat,-60.0,40.0,241
1707,2340_36.mat,160.0,-30.0,652
1708,2340_39.mat,-60.0,-40.0,233
1709,2343_33.mat,-120.0,70.0,130
1710,2345_35.mat,-0.0,-70.0,344
1711,2346_34.mat,140.0,30.0,620
1712,2349_27.mat,-160.0,-40.0,43
1713,2349_29.mat,-110.0,50.0,147
1714,234_13.mat,90.0,40.0,526
1715,234_18.mat,-80.0,-40.0,195
1716,234_26.mat,-80.0,-30.0,196
1717,234_3.mat,-160.0,70.0,54
1718,234_39.mat,-120.0,-40.0,119
1719,234_6.mat,140.0,30.0,620
1720,234_9.mat,40.0,50.0,432
1721,2350_25.mat,70.0,40.0,488
1722,2352_24.mat,150.0,-60.0,630
1723,2352_28.mat,-120.0,-40.0,119
1724,2356_31.mat,60.0,-60.0,459
1725,2356_38.mat,-180.0,20.0,11
1726,235_5.mat,-60.0,-20.0,235
1727,2360_40.mat,80.0,-10.0,502
1728,2366_26.mat,120.0,-80.0,571
1729,2368_32.mat,-150.0,10.0,67
1730,2368_37.mat,-80.0,40.0,203
1731,236_4.mat,100.0,-50.0,536
1732,2370_30.mat,70.0,30.0,487
1733,2375_25.mat,70.0,-60.0,478
1734,2376_24.mat,-70.0,-40.0,214
1735,2376_27.mat,-90.0,20.0,182
1736,2376_33.mat,-20.0,-60.0,307
1737,2376_36.mat,130.0,50.0,603
1738,2378_29.mat,-10.0,-50.0,327
1739,2379_39.mat,-110.0,70.0,149
1740,237_3.mat,160.0,10.0,656
1741,2380_28.mat,-50.0,-40.0,252
1742,2380_34.mat,-170.0,50.0,33
1743,2380_35.mat,-180.0,-60.0,3
1744,2387_31.mat,-50.0,-20.0,254
1745,238_14.mat,-120.0,20.0,125
1746,238_17.mat,-130.0,-60.0,98
1747,238_34.mat,40.0,60.0,433
1748,238_7.mat,-110.0,-0.0,142
1749,2392_26.mat,-170.0,-0.0,28
1750,2394_38.mat,50.0,60.0,452
1751,23_1.mat,-90.0,30.0,183
1752,23_23.mat,160.0,10.0,656
1753,2400_24.mat,100.0,10.0,542
1754,2400_25.mat,90.0,-30.0,519
1755,2400_30.mat,20.0,30.0,392
1756,2400_32.mat,-130.0,70.0,111
1757,2400_40.mat,80.0,-40.0,499
1758,2403_27.mat,-110.0,-20.0,140
1759,2405_37.mat,-90.0,10.0,181
1760,2407_29.mat,-20.0,50.0,318
1761,2408_28.mat,-100.0,10.0,162
1762,2409_33.mat,-140.0,-70.0,78
1763,240_10.mat,120.0,-60.0,573
1764,240_12.mat,-180.0,-20.0,7
1765,240_15.mat,-10.0,-10.0,331
1766,240_16.mat,100.0,-60.0,535
1767,240_20.mat,-90.0,70.0,187
1768,240_24.mat,0.0,60.0,357
1769,240_3.mat,-60.0,-50.0,232
1770,240_30.mat,110.0,-40.0,556
1771,240_4.mat,0.0,-30.0,348
1772,240_40.mat,100.0,-40.0,537
1773,240_5.mat,-80.0,20.0,201
1774,240_6.mat,-100.0,-20.0,159
1775,240_8.mat,-100.0,-10.0,160
1776,2412_36.mat,40.0,-70.0,420
1777,2414_34.mat,150.0,-0.0,636
1778,2415_35.mat,-60.0,40.0,241
1779,2418_26.mat,110.0,20.0,562
1780,2418_31.mat,60.0,20.0,467
1781,2418_39.mat,160.0,70.0,662
1782,2425_25.mat,-10.0,-80.0,324
1783,242_11.mat,-20.0,50.0,318
1784,242_22.mat,-60.0,40.0,241
1785,2430_27.mat,110.0,20.0,562
1786,2430_30.mat,-80.0,-60.0,193
1787,2432_32.mat,170.0,20.0,676
1788,2432_38.mat,100.0,-80.0,533
1789,2436_28.mat,70.0,-10.0,483
1790,2436_29.mat,30.0,-10.0,407
1791,243_27.mat,110.0,-20.0,558
1792,243_3.mat,150.0,-20.0,634
1793,243_9.mat,60.0,30.0,468
1794,2440_40.mat,110.0,40.0,564
1795,2442_33.mat,90.0,50.0,527
1796,2442_37.mat,110.0,-10.0,559
1797,2444_26.mat,110.0,50.0,565
1798,2448_34.mat,-70.0,-40.0,214
1799,2448_36.mat,140.0,-40.0,613
1800,2449_31.mat,50.0,-70.0,439
1801,244_4.mat,80.0,-50.0,498
1802,2450_25.mat,90.0,-70.0,515
1803,2450_35.mat,-20.0,-40.0,309
1804,2457_27.mat,110.0,20.0,562
1805,2457_39.mat,80.0,60.0,509
1806,245_35.mat,20.0,-70.0,382
1807,245_5.mat,-90.0,10.0,181
1808,245_7.mat,60.0,-30.0,462
1809,2460_30.mat,-40.0,40.0,279
1810,2464_28.mat,-50.0,50.0,261
1811,2464_32.mat,-130.0,60.0,110
1812,2465_29.mat,-100.0,20.0,163
1813,246_3.mat,150.0,50.0,641
1814,246_6.mat,100.0,80.0,549
1815,2470_26.mat,120.0,70.0,586
1816,2470_38.mat,40.0,60.0,433
1817,2475_25.mat,60.0,30.0,468
1818,2475_33.mat,70.0,10.0,485
1819,2479_37.mat,-90.0,50.0,185
1820,247_13.mat,-90.0,40.0,184
1821,247_19.mat,-90.0,20.0,182
1822,2480_31.mat,20.0,-70.0,382
1823,2480_40.mat,100.0,10.0,542
1824,2482_34.mat,140.0,20.0,619
1825,2484_27.mat,100.0,-10.0,540
1826,2484_36.mat,-160.0,-20.0,45
1827,2485_35.mat,-180.0,-20.0,7
1828,248_31.mat,40.0,-0.0,427
1829,248_4.mat,120.0,20.0,581
1830,248_8.mat,-100.0,0.0,161
1831,2490_30.mat,-60.0,-20.0,235
1832,2492_28.mat,80.0,50.0,508
1833,2494_29.mat,90.0,60.0,528
1834,2496_26.mat,110.0,-20.0,558
1835,2496_32.mat,-130.0,-40.0,100
1836,2496_39.mat,90.0,-40.0,518
1837,249_3.mat,-150.0,60.0,72
1838,24_1.mat,-100.0,-60.0,155
1839,24_12.mat,140.0,-10.0,616
1840,24_2.mat,0.0,-80.0,343
1841,24_24.mat,100.0,-20.0,539
1842,24_3.mat,-10.0,-30.0,329
1843,24_4.mat,-140.0,-30.0,82
1844,24_6.mat,70.0,40.0,488
1845,24_8.mat,-70.0,30.0,221
1846,2500_25.mat,-30.0,60.0,300
1847,2508_33.mat,-70.0,60.0,224
1848,2508_38.mat,70.0,50.0,489
1849,250_10.mat,-90.0,-50.0,175
1850,250_25.mat,-80.0,80.0,207
1851,250_5.mat,-100.0,30.0,164
1852,2511_27.mat,90.0,-30.0,519
1853,2511_31.mat,10.0,-70.0,363
1854,2516_34.mat,160.0,30.0,658
1855,2516_37.mat,100.0,-10.0,540
1856,2520_28.mat,-80.0,70.0,206
1857,2520_30.mat,40.0,40.0,431
1858,2520_35.mat,170.0,60.0,680
1859,2520_36.mat,60.0,20.0,467
1860,2520_40.mat,-110.0,-60.0,136
1861,2522_26.mat,80.0,-40.0,499
1862,2523_29.mat,-80.0,50.0,204
1863,2528_32.mat,-60.0,-10.0,236
1864,252_12.mat,-140.0,-20.0,83
1865,252_14.mat,-180.0,-60.0,3
1866,252_18.mat,-40.0,40.0,279
1867,252_21.mat,170.0,30.0,677
1868,252_28.mat,60.0,50.0,470
1869,252_3.mat,-150.0,20.0,68
1870,252_36.mat,-170.0,-70.0,21
1871,252_4.mat,30.0,80.0,416
1872,252_6.mat,70.0,60.0,490
1873,252_7.mat,-90.0,20.0,182
1874,252_9.mat,40.0,-60.0,421
1875,2535_39.mat,100.0,60.0,547
1876,2538_27.mat,100.0,0.0,541
1877,253_11.mat,90.0,10.0,523
1878,253_23.mat,-130.0,30.0,107
1879,2541_33.mat,130.0,-30.0,595
1880,2542_31.mat,80.0,30.0,506
1881,2546_38.mat,120.0,-60.0,573
1882,2548_26.mat,-100.0,-30.0,158
1883,2548_28.mat,-60.0,-40.0,233
1884,2550_30.mat,-60.0,-40.0,233
1885,2550_34.mat,150.0,40.0,640
1886,2552_29.mat,-70.0,30.0,221
1887,2553_37.mat,-100.0,20.0,163
1888,2555_35.mat,-180.0,-60.0,3
1889,2556_36.mat,-160.0,40.0,51
1890,255_15.mat,40.0,40.0,431
1891,255_17.mat,160.0,-40.0,651
1892,255_3.mat,-130.0,50.0,109
1893,255_5.mat,20.0,40.0,393
1894,2560_32.mat,-150.0,-40.0,62
1895,2560_40.mat,-100.0,20.0,163
1896,2565_27.mat,100.0,-20.0,539
1897,256_16.mat,-100.0,70.0,168
1898,256_32.mat,-60.0,-50.0,232
1899,256_4.mat,-50.0,70.0,263
1900,256_8.mat,-80.0,-20.0,197
1901,2573_31.mat,-60.0,-60.0,231
1902,2574_26.mat,-150.0,70.0,73
1903,2574_33.mat,-50.0,-20.0,254
1904,2574_39.mat,-80.0,-50.0,194
1905,2576_28.mat,-80.0,60.0,205
1906,2580_30.mat,-50.0,20.0,258
1907,2581_29.mat,-100.0,40.0,165
1908,2584_34.mat,70.0,40.0,488
1909,2584_38.mat,160.0,80.0,663
1910,258_3.mat,-160.0,60.0,53
1911,258_6.mat,-160.0,60.0,53
1912,2590_35.mat,-80.0,-80.0,191
1913,2590_37.mat,100.0,-40.0,537
1914,2592_27.mat,-130.0,30.0,107
1915,2592_32.mat,0.0,40.0,355
1916,2592_36.mat,70.0,-10.0,483
1917,259_37.mat,90.0,40.0,526
1918,259_7.mat,50.0,20.0,448
1919,25_1.mat,-80.0,-50.0,194
1920,25_25.mat,-50.0,70.0,263
1921,25_5.mat,60.0,10.0,466
1922,2600_26.mat,-90.0,80.0,188
1923,2600_40.mat,-100.0,10.0,162
1924,2604_28.mat,80.0,-10.0,502
1925,2604_31.mat,-20.0,-80.0,305
1926,2607_33.mat,50.0,-60.0,440
1927,260_10.mat,130.0,0.0,598
1928,260_13.mat,-40.0,-10.0,274
1929,260_20.mat,140.0,30.0,620
1930,260_26.mat,120.0,-10.0,578
1931,260_4.mat,-170.0,-70.0,21
1932,260_5.mat,-20.0,30.0,316
1933,2610_29.mat,-80.0,50.0,204
1934,2610_30.mat,70.0,-50.0,479
1935,2613_39.mat,-110.0,80.0,150
1936,2618_34.mat,120.0,-60.0,573
1937,2619_27.mat,90.0,-40.0,518
1938,261_29.mat,-30.0,70.0,301
1939,261_3.mat,50.0,60.0,452
1940,261_9.mat,-80.0,-0.0,199
1941,2622_38.mat,10.0,50.0,375
1942,2624_32.mat,-100.0,10.0,162
1943,2625_35.mat,150.0,60.0,642
1944,2627_37.mat,80.0,10.0,504
1945,2628_36.mat,-100.0,-70.0,154
1946,2632_28.mat,90.0,70.0,529
1947,2635_31.mat,90.0,20.0,524
1948,2639_29.mat,60.0,40.0,469
1949,2640_30.mat,80.0,10.0,504
1950,2640_33.mat,80.0,60.0,509
1951,2640_40.mat,-110.0,50.0,147
1952,2646_27.mat,0.0,40.0,355
1953,264_11.mat,-80.0,-10.0,198
1954,264_12.mat,-150.0,30.0,69
1955,264_22.mat,70.0,-40.0,480
1956,264_24.mat,10.0,-60.0,364
1957,264_3.mat,160.0,-30.0,652
1958,264_33.mat,20.0,-50.0,384
1959,264_4.mat,-30.0,30.0,297
1960,264_6.mat,-170.0,70.0,35
1961,264_8.mat,-100.0,40.0,165
1962,2652_34.mat,-170.0,30.0,31
1963,2652_39.mat,-160.0,50.0,52
1964,2656_32.mat,120.0,-30.0,576
1965,265_5.mat,-100.0,-40.0,157
1966,2660_28.mat,30.0,20.0,410
1967,2660_35.mat,10.0,-80.0,362
1968,2660_38.mat,-150.0,-70.0,59
1969,2664_36.mat,-150.0,20.0,68
1970,2664_37.mat,-120.0,-40.0,119
1971,2666_31.mat,-30.0,-50.0,289
1972,2668_29.mat,70.0,20.0,486
1973,266_14.mat,-70.0,-70.0,211
1974,266_19.mat,150.0,-20.0,634
1975,266_38.mat,90.0,-10.0,521
1976,266_7.mat,100.0,-0.0,541
